schema_version,split,group,metric,primary_contrast,pass_n,fail_n,pass_mean,pass_sd,pass_median,pass_q1,pass_q3,fail_mean,fail_sd,fail_median,fail_q1,fail_q3,mean_difference_fail_minus_pass,mean_ci_low,mean_ci_high,median_difference_fail_minus_pass,median_ci_low,median_ci_high,fail_over_pass_median_ratio,ratio_ci_low,ratio_ci_high,ratio_status,permutation_method,permutation_statistic,permutation_p_raw_two_sided,permutation_extreme_count,permutation_replicates,permutation_identity_included,permutation_status,mann_whitney_u,mann_whitney_p_two_sided,decision_endpoint,decision_family,decision_family_size,p_holm,holm_rank,bootstrap_method,mean_bootstrap_requested,mean_bootstrap_finite,mean_bootstrap_nonfinite,mean_bootstrap_finite_fraction,mean_bootstrap_status,median_bootstrap_requested,median_bootstrap_finite,median_bootstrap_nonfinite,median_bootstrap_finite_fraction,median_bootstrap_status,ratio_bootstrap_requested,ratio_bootstrap_finite,ratio_bootstrap_nonfinite,ratio_bootstrap_finite_fraction,ratio_bootstrap_status,status,resampling_bundle_sha256,contains_patient_ids
1,train,encoder_overall,gradient_cosine,median,17,8,0.12729377598893454,0.2699994959278424,0.0963396288659273,-0.0092391807947753,0.3439972580743327,0.0606403815629918,0.2894683816343344,0.04876946148421165,-0.13741020893936784,0.2554965376270474,-0.06665339442594274,-0.3322479122819454,0.20037607767995308,-0.04757016738171565,-0.4582538972438393,0.3595158054168837,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.04757016738171565,0.6716666666666666,9672,14400,True,ok,57.0,0.54074995048051,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_overall,negative_fraction,mean,17,8,0.39705882352941174,0.20839459883482925,0.375,0.25,0.5,0.40625,0.31160586368955623,0.3125,0.21875,0.65625,0.009191176470588258,-0.25946472338935544,0.2709347943722944,-0.0625,-0.375,0.4375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.009191176470588258,1.0,14400,14400,True,ok,64.0,0.8347280522442483,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_overall,strong_negative_fraction,mean,17,8,0.3235294117647059,0.20280659433529855,0.25,0.25,0.375,0.359375,0.2945752086843504,0.3125,0.125,0.53125,0.0358455882352941,-0.25,0.2890625,0.0625,-0.3125,0.4375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.0358455882352941,0.71,10224,14400,True,ok,69.0,0.9759193673236258,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_overall,weighted_gradient_norm_ratio,median,17,8,0.4229593878794305,0.24171848367675589,0.3335054104628865,0.2349507818824682,0.5636679492582921,0.46892971918313825,0.34311069568757685,0.396717587609559,0.20694761492542227,0.5414603987637189,0.04597033130370776,-0.29927061192041177,0.5524167619217571,0.06321217714667249,-0.46369368318616877,0.8748473063300191,1.1895386856211345,0.3097781253659942,3.8608306048553036,ok,exact_crossed_seed_order_x_fold_order,0.06321217714667249,0.6016666666666667,8664,14400,True,ok,69.0,0.9767628343613342,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_overall,base_descent_margin,median,17,8,1.0441453865194534,0.09465806883337165,1.0179882213299951,0.9928202355427176,1.0740288675811105,1.0759634219830883,0.23826199254081692,1.0152752634154143,0.9323740440418115,1.0674377022576405,0.03181803546363482,-0.12479059987489288,0.35102761627279433,-0.002712957914580816,-0.14789883257694147,0.6253987136026162,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.002712957914580816,0.8716666666666667,12552,14400,True,ok,59.0,0.6204808530430301,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_overall,base_descent_failure_fraction,mean,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.0,1.0,14400,14400,True,ok,68.0,1.0,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_1,gradient_cosine,median,17,8,0.23176773318825025,0.4554873415598339,0.260844155857617,0.070741057025434,0.5590031708105108,0.0066847557391611495,0.5406608763998545,0.12881336303130864,-0.4520149958886082,0.4133571864370795,-0.22508297744908912,-0.7061630813592039,0.21840648407740057,-0.13203079282630836,-0.9542435884545979,0.4474874439145874,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.13203079282630836,0.5594444444444444,8056,14400,True,ok,52.0,0.36654968369905594,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_1,negative_fraction,mean,17,8,0.3897058823529412,0.23336178047879927,0.375,0.25,0.5,0.421875,0.2983399008322075,0.3125,0.25,0.65625,0.03216911764705882,-0.22368421052631576,0.3079326923076923,-0.0625,-0.375,0.4375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.03216911764705882,0.8277777777777777,11920,14400,True,ok,69.0,0.9761786235234642,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_1,strong_negative_fraction,mean,17,8,0.36764705882352944,0.23581055457094965,0.25,0.25,0.375,0.375,0.2988071523335984,0.25,0.21875,0.625,0.007352941176470562,-0.25496031746031744,0.2616252990430622,0.0,-0.375,0.375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.007352941176470562,1.0,14400,14400,True,ok,63.5,0.8089496794447035,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_1,weighted_gradient_norm_ratio,median,17,8,0.41016711561038977,0.34081459438969075,0.2570445037374372,0.2005662252271349,0.4955738623718922,0.6361157770519424,0.47303726267951535,0.6056460977947313,0.15021249122590563,1.0245558657513978,0.22594866144155268,-0.39221898840958147,0.8504228842503635,0.34860159405729413,-0.8240396374351403,1.042894350177551,2.3561915893497556,0.15634678148030437,6.950626098946877,ok,exact_crossed_seed_order_x_fold_order,0.34860159405729413,0.10277777777777777,1480,14400,True,ok,83.0,0.3982783563247805,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
